"﻿""Geslacht""","""Leeftijd""","""Soort opname""","""Diagnose""","""Perioden""","""Regio's""","""Opnamen per 10 000 inwoners (per 10 000 inwoners)""" 
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wageningen""","4306,1"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wassenaar""",4734
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Waterland""","5433,9"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Weert""",5955
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Weesp""","4076,6"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Werkendam""",
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""West Betuwe""","4700,7"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""West Maas en Waal""","4384,4"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Westerkwartier""",4664
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Westerveld""","5021,6"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Westervoort""","4228,8"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Westerwolde""","5240,6"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Westland""","4794,1"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Weststellingwerf""","6703,2"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Westvoorne""","5704,7"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wierden""","5527,8"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wijchen""","4445,8"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wijdemeren""","4599,2"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wijk bij Duurstede""","5745,5"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Winsum""",
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Winterswijk""","4517,9"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Woensdrecht""","4811,6"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Woerden""","4888,7"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""De Wolden""","5414,8"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wormerland""","5263,4"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Woudenberg""","4448,5"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Woudrichem""",
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zaanstad""","5253,6"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zaltbommel""","5086,1"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zandvoort""","4784,2"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zederik""",
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zeevang""",
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zeewolde""","5211,8"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zeist""","5273,6"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zevenaar""",4946
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zoetermeer""","5542,3"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zoeterwoude""","6329,8"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zuidhorn""",
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zuidplas""","5661,7"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zundert""","3743,3"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zutphen""","4537,6"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zwartewaterland""","4559,8"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zwijndrecht""","5366,6"
"""Mannen""","""80 jaar of ouder""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zwolle""",5286
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Aa en Hunze""","8154,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Aalburg""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Aalsmeer""","5781,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Aalten""","6842,1"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Achtkarspelen""","7342,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Alblasserdam""","6439,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Albrandswaard""","6969,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Alkmaar""","6903,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Almelo""","7515,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Almere""","7517,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Alphen aan den Rijn""",5824
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Alphen-Chaam""","7169,8"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Altena""","6516,8"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Ameland""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Amersfoort""","5615,1"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Amstelveen""","5894,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Amsterdam""","6411,1"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Apeldoorn""","6763,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Appingedam""","7292,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Arnhem""",9160
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Assen""","8248,8"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Asten""","7402,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Baarle-Nassau""",5000
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Baarn""",6155
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Barendrecht""","7229,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Barneveld""","5851,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bedum""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Beek (L.)""",8961
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Beekdaelen""","9804,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Beemster""","6243,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Beesel""","11071,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bellingwedde""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Berg en Dal""","7632,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bergambacht""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bergeijk""","9329,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bergen (L.)""","9782,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bergen (NH.)""","6527,8"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bergen op Zoom""","8569,1"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Berkelland""","7563,1"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bernheze""","7687,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bernisse""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Best""","7124,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Beuningen""","7368,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Beverwijk""","7084,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""het Bildt""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""De Bilt""","6992,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Binnenmaas""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bladel""","8582,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Blaricum""","7385,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bloemendaal""","6389,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Boarnsterhim""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bodegraven-Reeuwijk""","5714,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Boekel""","7142,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Ten Boer""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Borger-Odoorn""",8706
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Borne""","8172,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Borsele""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Boskoop""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Boxmeer""","7585,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Boxtel""","7842,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Breda""",7044
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Brielle""","7038,1"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bronckhorst""",7381
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Brummen""","8131,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Brunssum""","8192,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bunnik""","6491,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bunschoten""","6533,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Buren""","7752,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bussum""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Capelle aan den IJssel""",8032
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Castricum""","6549,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Coevorden""","8687,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Cranendonck""","8615,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Cromstrijen""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Cuijk""","8945,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Culemborg""","8552,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Dalfsen""","6334,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Dantumadiel""","5437,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Delft""","8508,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Delfzijl""",7140
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Deurne""","6875,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Deventer""","7676,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Diemen""","5374,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Dinkelland""","6836,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Doesburg""","6451,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Doetinchem""","7522,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Dongen""",7428
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Dongeradeel""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Dordrecht""","7386,8"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Drechterland""","5528,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Drimmelen""","5575,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Dronten""","7198,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Druten""","8309,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Duiven""","10194,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Echt-Susteren""","8819,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Edam-Volendam""","6359,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Ede""","6637,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Eemnes""","6571,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Eemsmond""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Eersel""","8408,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Eijsden-Margraten""","7542,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Eindhoven""","8502,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Elburg""","6206,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Emmen""",8379
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Enkhuizen""",6747
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Enschede""","7451,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Epe""","7131,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Ermelo""","7022,8"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Etten-Leur""","6621,8"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Ferwerderadiel""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Franekeradeel""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""De Friese Meren""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""De Fryske Marren""","8016,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Gaasterlân-Sleat""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Geertruidenberg""","7602,1"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Geldermalsen""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Geldrop-Mierlo""","9450,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Gemert-Bakel""","7010,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Gennep""","5434,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Giessenlanden""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Gilze en Rijen""",7445
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Goeree-Overflakkee""",7536
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Goes""","6893,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Goirle""","8941,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Gooise Meren""","5694,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Gorinchem""","7276,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Gouda""","6529,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Graft-De Rijp""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Grave""","9122,8"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""'s-Gravenhage (gemeente)""","6867,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Groesbeek""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Groningen (gemeente)""","7217,1"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Grootegast""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Gulpen-Wittem""","8575,8"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Haaksbergen""","7386,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Haaren""","8827,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Haarlem""",7024
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Haarlemmerliede en Spaarnwoude""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Haarlemmermeer""","7071,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Halderberge""","7212,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hardenberg""","6876,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Harderwijk""","7532,1"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hardinxveld-Giessendam""","6226,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Haren""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Harlingen""","5115,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hattem""","5490,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Heemskerk""","7410,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Heemstede""","6347,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Heerde""",5641
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Heerenveen""","7847,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Heerhugowaard""","6931,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Heerlen""","9177,8"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Heeze-Leende""","7894,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Heiloo""","5252,1"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Den Helder""","7842,8"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hellendoorn""","5558,9"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hellevoetsluis""","9314,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Helmond""","7976,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hendrik-Ido-Ambacht""","6734,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hengelo (O.)""",7266
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""'s-Hertogenbosch""","7431,2"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Heumen""","8958,3"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Heusden""","6269,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hillegom""","6932,5"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hilvarenbeek""","7966,1"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hilversum""","6708,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hoeksche Waard""",6999
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hof van Twente""","6171,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Het Hogeland""","7182,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hollands Kroon""","6990,7"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hoogeveen""","7485,6"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hoogezand-Sappemeer""",
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Hoorn""","7476,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Horst aan de Maas""","7390,4"
"""Vrouwen""","""0 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Houten""","7335,1"
