Subject,Predicate,Object
Heemstede,hasRelativePeopleInAgeGroup-20-25-avg-percentage-2019Until2021,3.4333333333333336
Heemstede,hasRelativePeopleInAgeGroup-25-45-avg-percentage-2019Until2021,17.933333333333334
Heemstede,hasRelativePeopleInAgeGroup-45-65-avg-percentage-2019Until2021,28.066666666666666
Heemstede,hasRelativePeopleInAgeGroup-5-10-avg-percentage-2019Until2021,6.233333333333333
Heemstede,hasRelativePeopleInAgeGroup-65-80-avg-percentage-2019Until2021,18.599999999999998
Heemstede,hasRelativePeopleInAgeGroup-80-and-older-avg-percentage-2019Until2021,8.266666666666667
Heemstede,hasRelativePeopleInAgeGroupYoungerThanFive-avg-percentage-2019Until2021,5.233333333333333
Heemstede,hasRelativePopulationGrowth-avg-x1000-2019Until2021,5.463768115942028
Heemstede,hasTotalAllUnderlyingCausesOfDeath-avg-2018Until2020,354.0
Heemstede,hasTotalDemographicPressure-avg-percentage-2019Until2021,102.26666666666667
Heerde,"donorRegisterValues-avg-x1000-2019Until2021,inDonorRegister",9.466666666666667
Heerde,"donorRegisterValues-avg-x1000-2019Until2021,notInDonorRegister",6.766666666666666
Heerde,"donorRegisterValues-avg-x1000-2019Until2021,total",16.266666666666666
Heerde,"hasAdmissions-x1000-2019,Men,0-years",266.0
Heerde,"hasAdmissions-x1000-2019,Men,1-20-years",69.0
Heerde,"hasAdmissions-x1000-2019,Men,20-45-years",87.0
Heerde,"hasAdmissions-x1000-2019,Men,45-65-years",473.0
Heerde,"hasAdmissions-x1000-2019,Men,65-80-years",918.0
Heerde,"hasAdmissions-x1000-2019,Men,80-years-or-older",733.0
Heerde,"hasAdmissions-x1000-2019,Women,0-years",64.0
Heerde,"hasAdmissions-x1000-2019,Women,1-20-years",57.0
Heerde,"hasAdmissions-x1000-2019,Women,20-45-years",574.0
Heerde,"hasAdmissions-x1000-2019,Women,45-65-years",41.0
Heerde,"hasAdmissions-x1000-2019,Women,65-80-years",67.0
Heerde,"hasAdmissions-x1000-2019,Women,80-years-or-older",105.0
Heerde,hasBirthSurplus-avg-2019Until2021,-63.990196078431374
Heerde,hasDeceased-avg-2019Until2021,238.0
Heerde,hasDepartureToAnotherMunicipality-avg-2019Until2021,664.0
Heerde,hasDiseasesOfTheCardiovascularSystem-avg-2018Until2020,52.666666666666664
Heerde,hasDiseasesOfTheRespiratorySystem-avg-2018Until2020,22.0
Heerde,hasDistanceToGPPractice-avg-km-2019Until2021,1.2676470588235293
Heerde,hasDistanceToGeneralPracticeCenter-avg-km-2019Until2021,14.637254901960782
Heerde,hasDistanceToHospital-avg-km-2019Until2021,15.36862745098039
Heerde,hasExternalCausesOfDeath-avg-2019Until2021,13.127450980392156
Heerde,hasGraduatesOfDoctorate-avg-2019Until2021,56.947712418300654
Heerde,hasGraduatesOfHigherVocationalEducation-avg-2019Until2021,121.33333333333333
Heerde,hasGraduatesOfPost-SecondaryVocationalEducation-avg-2019Until2021,317.6797385620915
Heerde,hasGraduatesOfSecondaryEducation-avg-2019Until2021,406.2614379084967
Heerde,hasGreenDemographicPressure-avg-percentage-2019Until2021,41.06666666666666
Heerde,hasGreyDemographicPressure-avg-percentage-2019Until2021,43.63333333333333
Heerde,hasJobsInA-AgricultureForestryFishing-avg-percentage-2019Until2021,1.3537414965986396
Heerde,hasJobsInCommercialService-avg-percentage-2019Until2021,43.526143790849666
Heerde,hasJobsInIndustryEnergy-avg-percentage-2019Until2021,23.778911564625854
Heerde,hasJobsInNon-CommercialServe-avg-percentage-2019Until2021,32.01307189542484
Heerde,hasLiveBornChildren-avg-2019Until2021,162.33333333333334
Heerde,hasNewFormations-avg-2018Until2020,61.666666666666664
Heerde,hasNewFormations-avg-2019Until2021,81.60457516339869
Heerde,hasNumberOfBirth-avg-2019Until2021,235.13398692810458
Heerde,hasNumberOfCardiovascularDisease-avg-2019Until2021,66.08169934640523
Heerde,hasNumberOfDeath-avg-2019Until2021,299.12418300653593
Heerde,hasNumberOfDivorced-2021,1070.0
Heerde,hasNumberOfGPPracticesWithin3Km-avg-2019Until2021,1.7601307189542483
Heerde,hasNumberOfHospitalsWithin20Km-avg-2019Until2021,1.1287581699346405
Heerde,hasNumberOfMarried-2021,9360.0
Heerde,hasNumberOfMen-2021,9254.0
Heerde,hasNumberOfMen-avg,9193.666666666666
Heerde,hasNumberOfMen-avg-2019Until2021,9193.666666666666
Heerde,hasNumberOfMenInAgeGroup-20-65-avg,5063.333333333333
Heerde,hasNumberOfMenInAgeGroup-65-75-avg,1220.0
Heerde,hasNumberOfMenInAgeGroup-75-85-avg,657.0
Heerde,hasNumberOfMenInAgeGroup-85-and-older-avg,161.33333333333334
Heerde,hasNumberOfMenInAgeGroupYoungerThanTwenty-avg,2092.0
Heerde,hasNumberOfMinorities-avg,225.0
Heerde,hasNumberOfPeopleInAgeGroup-0-15-2021,2987.0
Heerde,hasNumberOfPeopleInAgeGroup-10-15-avg-2019Until2021,1084.0
Heerde,hasNumberOfPeopleInAgeGroup-15-20-avg-2019Until2021,1168.0
Heerde,hasNumberOfPeopleInAgeGroup-15-25-2021,2070.0
Heerde,hasNumberOfPeopleInAgeGroup-20-25-avg-2019Until2021,879.6666666666666
Heerde,hasNumberOfPeopleInAgeGroup-25-45-2021,3675.0
Heerde,hasNumberOfPeopleInAgeGroup-25-45-avg-2019Until2021,3657.6666666666665
Heerde,hasNumberOfPeopleInAgeGroup-45-65-2021,5574.0
Heerde,hasNumberOfPeopleInAgeGroup-45-65-avg-2019Until2021,5552.0
Heerde,hasNumberOfPeopleInAgeGroup-5-10-avg-2019Until2021,1020.3333333333334
Heerde,hasNumberOfPeopleInAgeGroup-65-80-avg-2019Until2021,3328.3333333333335
Heerde,hasNumberOfPeopleInAgeGroup-65-and-older-2021,4470.0
Heerde,hasNumberOfPeopleInAgeGroup-80-and-older-2019Until2021,1074.0
Heerde,hasNumberOfPeopleInAgeGroupYoungerThanFive-avg-2019Until2021,873.0
Heerde,hasNumberOfResidentsInCareInstitutions-avg,253.33333333333334
Heerde,hasNumberOfRespiratorySystemDisease-avg-2019Until2021,23.83006535947712
Heerde,hasNumberOfUnmarried-2021,7202.0
Heerde,hasNumberOfWidowed-2021,1144.0
Heerde,hasNumberOfWomen-2021,9522.0
Heerde,hasNumberOfWomen-avg,9443.333333333334
Heerde,hasNumberOfWomen-avg-2019Until2021,9443.333333333334
Heerde,hasNumberOfWomenInAgeGroup-20-65-avg,5026.0
Heerde,hasNumberOfWomenInAgeGroup-65-75-avg,1250.0
Heerde,hasNumberOfWomenInAgeGroup-75-85-avg,767.6666666666666
Heerde,hasNumberOfWomenInAgeGroup-85-and-older-avg,346.3333333333333
Heerde,hasNumberOfWomenInAgeGroupYoungerThanTwenty-avg,2053.3333333333335
Heerde,hasOtherCausesOfDeath-avg-2019Until2021,114.48039215686275
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,0-15-years",6.449999999999999
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,15-25-years",2.9
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,25-35-years",4.6
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,35-45-years",6.7
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,45-55-years",5.7
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,55-65-years",2.8
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,65-75-years",5.45
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,75-years-or-older",4.175465838509316
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,0-15-years",8.05
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,15-25-years",5.9
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,25-35-years",5.85
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,35-45-years",3.9000000000000004
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,45-55-years",1.3
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,55-65-years",7.85
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,65-75-years",6.8
Heerde,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,75-years-or-older",0.8
Heerde,hasPopulationAtBeginningOfThePeriod-avg-2019Until2021,18637.0
Heerde,hasPopulationDensityPerSquareKm-2021,238.0
Heerde,hasPopulationGrowth-avg-percentage-2019Until2021,0.7733333333333334
Heerde,hasPopulationSize-2021,18776.0
Heerde,hasPopulationSize-avg-2019Until2021,18637.0
Heerde,hasRelativeBirthSurplus-avg-x1000-2019Until2021,-3.552287581699346
Heerde,hasRelativeNumberOfBirth-avg-x1000-2019Until2021,8.745424836601307
Heerde,hasRelativeNumberOfDeath-avg-x1000-2019Until2021,12.299999999999999
Heerde,hasRelativePeopleInAgeGroup-10-15-avg-percentage-2019Until2021,5.8
Heerde,hasRelativePeopleInAgeGroup-15-20-avg-percentage-2019Until2021,6.266666666666667
Heerde,hasRelativePeopleInAgeGroup-20-25-avg-percentage-2019Until2021,4.7
Heerde,hasRelativePeopleInAgeGroup-25-45-avg-percentage-2019Until2021,19.633333333333336
Heerde,hasRelativePeopleInAgeGroup-45-65-avg-percentage-2019Until2021,29.8
Heerde,hasRelativePeopleInAgeGroup-5-10-avg-percentage-2019Until2021,5.433333333333334
Heerde,hasRelativePeopleInAgeGroup-65-80-avg-percentage-2019Until2021,17.866666666666664
Heerde,hasRelativePeopleInAgeGroup-80-and-older-avg-percentage-2019Until2021,5.766666666666667
Heerde,hasRelativePeopleInAgeGroupYoungerThanFive-avg-percentage-2019Until2021,4.7
Heerde,hasRelativePopulationGrowth-avg-x1000-2019Until2021,6.03921568627451
Heerde,hasTotalAllUnderlyingCausesOfDeath-avg-2018Until2020,235.33333333333334
Heerde,hasTotalDemographicPressure-avg-percentage-2019Until2021,84.7
Heerenveen,"donorRegisterValues-avg-x1000-2019Until2021,inDonorRegister",26.433333333333334
Heerenveen,"donorRegisterValues-avg-x1000-2019Until2021,notInDonorRegister",17.833333333333332
Heerenveen,"donorRegisterValues-avg-x1000-2019Until2021,total",44.26666666666667
Heerenveen,"hasAdmissions-x1000-2019,Men,0-years",862.0
Heerenveen,"hasAdmissions-x1000-2019,Men,1-20-years",35.0
Heerenveen,"hasAdmissions-x1000-2019,Men,20-45-years",7.0
Heerenveen,"hasAdmissions-x1000-2019,Men,45-65-years",217.0
Heerenveen,"hasAdmissions-x1000-2019,Men,65-80-years",340.0
Heerenveen,"hasAdmissions-x1000-2019,Men,80-years-or-older",720.0
Heerenveen,"hasAdmissions-x1000-2019,Women,0-years",847.0
Heerenveen,"hasAdmissions-x1000-2019,Women,1-20-years",11.0
Heerenveen,"hasAdmissions-x1000-2019,Women,20-45-years",575.0
Heerenveen,"hasAdmissions-x1000-2019,Women,45-65-years",553.0
Heerenveen,"hasAdmissions-x1000-2019,Women,65-80-years",19.0
Heerenveen,"hasAdmissions-x1000-2019,Women,80-years-or-older",51.0
Heerenveen,hasBirthSurplus-avg-2019Until2021,-62.76851851851851
Heerenveen,hasDeceased-avg-2019Until2021,524.6666666666666
Heerenveen,hasDepartureToAnotherMunicipality-avg-2019Until2021,1994.0
Heerenveen,hasDiseasesOfTheCardiovascularSystem-avg-2018Until2020,138.33333333333334
Heerenveen,hasDiseasesOfTheRespiratorySystem-avg-2018Until2020,45.666666666666664
Heerenveen,hasDistanceToGPPractice-avg-km-2019Until2021,1.5333333333333332
Heerenveen,hasDistanceToGeneralPracticeCenter-avg-km-2019Until2021,10.298148148148147
Heerenveen,hasDistanceToHospital-avg-km-2019Until2021,11.766666666666666
Heerenveen,hasExternalCausesOfDeath-avg-2019Until2021,24.333333333333332
Heerenveen,hasGraduatesOfDoctorate-avg-2019Until2021,17.962962962962962
Heerenveen,hasGraduatesOfHigherVocationalEducation-avg-2019Until2021,145.03703703703704
Heerenveen,hasGraduatesOfPost-SecondaryVocationalEducation-avg-2019Until2021,463.3333333333333
Heerenveen,hasGraduatesOfSecondaryEducation-avg-2019Until2021,489.6296296296296
Heerenveen,hasGreenDemographicPressure-avg-percentage-2019Until2021,39.833333333333336
Heerenveen,hasGreyDemographicPressure-avg-percentage-2019Until2021,39.1
Heerenveen,hasJobsInA-AgricultureForestryFishing-avg-percentage-2019Until2021,0.8666666666666667
Heerenveen,hasJobsInCommercialService-avg-percentage-2019Until2021,51.48148148148149
Heerenveen,hasJobsInIndustryEnergy-avg-percentage-2019Until2021,17.033333333333335
Heerenveen,hasJobsInNon-CommercialServe-avg-percentage-2019Until2021,31.555555555555554
Heerenveen,hasLiveBornChildren-avg-2019Until2021,443.0
Heerenveen,hasNewFormations-avg-2018Until2020,160.33333333333334
Heerenveen,hasNewFormations-avg-2019Until2021,144.37962962962965
Heerenveen,hasNumberOfBirth-avg-2019Until2021,401.9074074074074
Heerenveen,hasNumberOfCardiovascularDisease-avg-2019Until2021,118.49074074074075
Heerenveen,hasNumberOfDeath-avg-2019Until2021,464.6759259259259
Heerenveen,hasNumberOfDivorced-2021,4256.0
Heerenveen,hasNumberOfGPPracticesWithin3Km-avg-2019Until2021,2.3111111111111113
Heerenveen,hasNumberOfHospitalsWithin20Km-avg-2019Until2021,1.0814814814814815
Heerenveen,hasNumberOfMarried-2021,19996.0
Heerenveen,hasNumberOfMen-2021,25207.0
Heerenveen,hasNumberOfMen-avg,25102.0
Heerenveen,hasNumberOfMen-avg-2019Until2021,25102.0
Heerenveen,hasNumberOfMenInAgeGroup-20-65-avg,14226.666666666666
Heerenveen,hasNumberOfMenInAgeGroup-65-75-avg,2969.3333333333335
Heerenveen,hasNumberOfMenInAgeGroup-75-85-avg,1657.6666666666667
Heerenveen,hasNumberOfMenInAgeGroup-85-and-older-avg,431.3333333333333
Heerenveen,hasNumberOfMenInAgeGroupYoungerThanTwenty-avg,5817.0
Heerenveen,hasNumberOfMinorities-avg,1790.0
Heerenveen,hasNumberOfPeopleInAgeGroup-0-15-2021,7877.0
Heerenveen,hasNumberOfPeopleInAgeGroup-10-15-avg-2019Until2021,2954.0
Heerenveen,hasNumberOfPeopleInAgeGroup-15-20-avg-2019Until2021,3242.6666666666665
Heerenveen,hasNumberOfPeopleInAgeGroup-15-25-2021,5925.0
Heerenveen,hasNumberOfPeopleInAgeGroup-20-25-avg-2019Until2021,2593.6666666666665
Heerenveen,hasNumberOfPeopleInAgeGroup-25-45-2021,10916.0
Heerenveen,hasNumberOfPeopleInAgeGroup-25-45-avg-2019Until2021,10933.333333333334
Heerenveen,hasNumberOfPeopleInAgeGroup-45-65-2021,14651.0
Heerenveen,hasNumberOfPeopleInAgeGroup-45-65-avg-2019Until2021,14671.666666666666
Heerenveen,hasNumberOfPeopleInAgeGroup-5-10-avg-2019Until2021,2721.6666666666665
Heerenveen,hasNumberOfPeopleInAgeGroup-65-80-avg-2019Until2021,8192.333333333334
Heerenveen,hasNumberOfPeopleInAgeGroup-65-and-older-2021,11281.0
Heerenveen,hasNumberOfPeopleInAgeGroup-80-and-older-2019Until2021,2837.3333333333335
Heerenveen,hasNumberOfPeopleInAgeGroupYoungerThanFive-avg-2019Until2021,2320.0
Heerenveen,hasNumberOfResidentsInCareInstitutions-avg,680.0
Heerenveen,hasNumberOfRespiratorySystemDisease-avg-2019Until2021,34.2037037037037
Heerenveen,hasNumberOfUnmarried-2021,23425.0
Heerenveen,hasNumberOfWidowed-2021,2973.0
Heerenveen,hasNumberOfWomen-2021,25443.0
Heerenveen,hasNumberOfWomen-avg,25364.666666666668
Heerenveen,hasNumberOfWomen-avg-2019Until2021,25364.666666666668
Heerenveen,hasNumberOfWomenInAgeGroup-20-65-avg,13972.0
Heerenveen,hasNumberOfWomenInAgeGroup-65-75-avg,3075.3333333333335
Heerenveen,hasNumberOfWomenInAgeGroup-75-85-avg,1956.3333333333333
Heerenveen,hasNumberOfWomenInAgeGroup-85-and-older-avg,939.6666666666666
Heerenveen,hasNumberOfWomenInAgeGroupYoungerThanTwenty-avg,5421.333333333333
Heerenveen,hasOtherCausesOfDeath-avg-2019Until2021,143.2685185185185
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,0-15-years",5.800000000000001
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,15-25-years",5.5
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,25-35-years",5.2
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,35-45-years",1.45
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,45-55-years",4.25
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,55-65-years",1.5499999999999998
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,65-75-years",4.6
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,75-years-or-older",1.05
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,0-15-years",3.4499999999999997
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,15-25-years",5.6
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,25-35-years",5.95
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,35-45-years",5.6
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,45-55-years",5.3500000000000005
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,55-65-years",7.7
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,65-75-years",6.2
Heerenveen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,75-years-or-older",6.800176678445229
Heerenveen,hasPopulationAtBeginningOfThePeriod-avg-2019Until2021,50466.666666666664
Heerenveen,hasPopulationDensityPerSquareKm-2021,266.0
Heerenveen,hasPopulationGrowth-avg-percentage-2019Until2021,0.57
Heerenveen,hasPopulationSize-2021,50650.0
Heerenveen,hasPopulationSize-avg-2019Until2021,50466.666666666664
Heerenveen,hasRelativeBirthSurplus-avg-x1000-2019Until2021,-1.5
Heerenveen,hasRelativeNumberOfBirth-avg-x1000-2019Until2021,8.63425925925926
Heerenveen,hasRelativeNumberOfDeath-avg-x1000-2019Until2021,10.13425925925926
Heerenveen,hasRelativePeopleInAgeGroup-10-15-avg-percentage-2019Until2021,5.866666666666667
Heerenveen,hasRelativePeopleInAgeGroup-15-20-avg-percentage-2019Until2021,6.433333333333334
Heerenveen,hasRelativePeopleInAgeGroup-20-25-avg-percentage-2019Until2021,5.133333333333334
Heerenveen,hasRelativePeopleInAgeGroup-25-45-avg-percentage-2019Until2021,21.7
Heerenveen,hasRelativePeopleInAgeGroup-45-65-avg-percentage-2019Until2021,29.066666666666666
Heerenveen,hasRelativePeopleInAgeGroup-5-10-avg-percentage-2019Until2021,5.366666666666667
Heerenveen,hasRelativePeopleInAgeGroup-65-80-avg-percentage-2019Until2021,16.233333333333334
Heerenveen,hasRelativePeopleInAgeGroup-80-and-older-avg-percentage-2019Until2021,5.633333333333333
Heerenveen,hasRelativePeopleInAgeGroupYoungerThanFive-avg-percentage-2019Until2021,4.6000000000000005
Heerenveen,hasRelativePopulationGrowth-avg-x1000-2019Until2021,3.771296296296296
Heerenveen,hasTotalAllUnderlyingCausesOfDeath-avg-2018Until2020,534.3333333333334
Heerenveen,hasTotalDemographicPressure-avg-percentage-2019Until2021,78.96666666666667
Heerhugowaard,"donorRegisterValues-avg-x1000-2019Until2021,inDonorRegister",30.633333333333336
Heerhugowaard,"donorRegisterValues-avg-x1000-2019Until2021,notInDonorRegister",18.766666666666666
Heerhugowaard,"donorRegisterValues-avg-x1000-2019Until2021,total",49.36666666666667
Heerhugowaard,"hasAdmissions-x1000-2019,Men,0-years",47.0
Heerhugowaard,"hasAdmissions-x1000-2019,Men,1-20-years",77.0
Heerhugowaard,"hasAdmissions-x1000-2019,Men,20-45-years",89.0
Heerhugowaard,"hasAdmissions-x1000-2019,Men,45-65-years",548.0
Heerhugowaard,"hasAdmissions-x1000-2019,Men,65-80-years",925.0
Heerhugowaard,"hasAdmissions-x1000-2019,Men,80-years-or-older",376.0
Heerhugowaard,"hasAdmissions-x1000-2019,Women,0-years",931.0
Heerhugowaard,"hasAdmissions-x1000-2019,Women,1-20-years",54.0
Heerhugowaard,"hasAdmissions-x1000-2019,Women,20-45-years",678.0
Heerhugowaard,"hasAdmissions-x1000-2019,Women,45-65-years",63.0
Heerhugowaard,"hasAdmissions-x1000-2019,Women,65-80-years",299.0
Heerhugowaard,"hasAdmissions-x1000-2019,Women,80-years-or-older",50.0
Heerhugowaard,hasBirthSurplus-avg-2019Until2021,152.1485507246377
Heerhugowaard,hasDeceased-avg-2019Until2021,431.0
Heerhugowaard,hasDepartureToAnotherMunicipality-avg-2019Until2021,2939.3333333333335
Heerhugowaard,hasDiseasesOfTheCardiovascularSystem-avg-2018Until2020,81.66666666666667
Heerhugowaard,hasDiseasesOfTheRespiratorySystem-avg-2018Until2020,28.333333333333332
Heerhugowaard,hasDistanceToGPPractice-avg-km-2019Until2021,1.0
Heerhugowaard,hasDistanceToGeneralPracticeCenter-avg-km-2019Until2021,6.682971014492754
Heerhugowaard,hasDistanceToHospital-avg-km-2019Until2021,8.783695652173913
Heerhugowaard,hasExternalCausesOfDeath-avg-2019Until2021,29.268115942028984
Heerhugowaard,hasGraduatesOfDoctorate-avg-2019Until2021,118.31884057971014
Heerhugowaard,hasGraduatesOfHigherVocationalEducation-avg-2019Until2021,188.6231884057971
Heerhugowaard,hasGraduatesOfPost-SecondaryVocationalEducation-avg-2019Until2021,506.0
Heerhugowaard,hasGraduatesOfSecondaryEducation-avg-2019Until2021,670.8550724637681
Heerhugowaard,hasGreenDemographicPressure-avg-percentage-2019Until2021,42.93333333333334
Heerhugowaard,hasGreyDemographicPressure-avg-percentage-2019Until2021,31.0
Heerhugowaard,hasJobsInA-AgricultureForestryFishing-avg-percentage-2019Until2021,3.457777777777778
Heerhugowaard,hasJobsInCommercialService-avg-percentage-2019Until2021,45.7608695652174
Heerhugowaard,hasJobsInIndustryEnergy-avg-percentage-2019Until2021,16.160337552742615
Heerhugowaard,hasJobsInNon-CommercialServe-avg-percentage-2019Until2021,34.92424242424243
Heerhugowaard,hasLiveBornChildren-avg-2019Until2021,613.0
Heerhugowaard,hasNewFormations-avg-2018Until2020,142.0
Heerhugowaard,hasNewFormations-avg-2019Until2021,145.8405797101449
Heerhugowaard,hasNumberOfBirth-avg-2019Until2021,601.8876811594204
Heerhugowaard,hasNumberOfCardiovascularDisease-avg-2019Until2021,96.14492753623188
Heerhugowaard,hasNumberOfDeath-avg-2019Until2021,449.7391304347827
Heerhugowaard,hasNumberOfDivorced-2021,4490.0
Heerhugowaard,hasNumberOfGPPracticesWithin3Km-avg-2019Until2021,6.401811594202898
Heerhugowaard,hasNumberOfHospitalsWithin20Km-avg-2019Until2021,2.7496376811594203
Heerhugowaard,hasNumberOfMarried-2021,23318.0
Heerhugowaard,hasNumberOfMen-2021,29417.0
Heerhugowaard,hasNumberOfMen-avg,29045.333333333332
Heerhugowaard,hasNumberOfMen-avg-2019Until2021,29045.333333333332
Heerhugowaard,hasNumberOfMenInAgeGroup-20-65-avg,16865.0
Heerhugowaard,hasNumberOfMenInAgeGroup-65-75-avg,2958.0
Heerhugowaard,hasNumberOfMenInAgeGroup-75-85-avg,1600.0
Heerhugowaard,hasNumberOfMenInAgeGroup-85-and-older-avg,311.3333333333333
Heerhugowaard,hasNumberOfMenInAgeGroupYoungerThanTwenty-avg,7311.0
Heerhugowaard,hasNumberOfMinorities-avg,4236.666666666667
Heerhugowaard,hasNumberOfPeopleInAgeGroup-0-15-2021,10464.0
Heerhugowaard,hasNumberOfPeopleInAgeGroup-10-15-avg-2019Until2021,3669.3333333333335
Heerhugowaard,hasNumberOfPeopleInAgeGroup-15-20-avg-2019Until2021,3814.3333333333335
Heerhugowaard,hasNumberOfPeopleInAgeGroup-15-25-2021,6946.0
Heerhugowaard,hasNumberOfPeopleInAgeGroup-20-25-avg-2019Until2021,3096.0
Heerhugowaard,hasNumberOfPeopleInAgeGroup-25-45-2021,14860.0
Heerhugowaard,hasNumberOfPeopleInAgeGroup-25-45-avg-2019Until2021,14638.333333333334
Heerhugowaard,hasNumberOfPeopleInAgeGroup-45-65-2021,15554.0
Heerhugowaard,hasNumberOfPeopleInAgeGroup-45-65-avg-2019Until2021,15369.0
Heerhugowaard,hasNumberOfPeopleInAgeGroup-5-10-avg-2019Until2021,3522.6666666666665
Heerhugowaard,hasNumberOfPeopleInAgeGroup-65-80-avg-2019Until2021,8295.666666666666
Heerhugowaard,hasNumberOfPeopleInAgeGroup-65-and-older-2021,10563.0
Heerhugowaard,hasNumberOfPeopleInAgeGroup-80-and-older-2019Until2021,1966.6666666666667
Heerhugowaard,hasNumberOfPeopleInAgeGroupYoungerThanFive-avg-2019Until2021,3200.0
Heerhugowaard,hasNumberOfResidentsInCareInstitutions-avg,820.0
Heerhugowaard,hasNumberOfRespiratorySystemDisease-avg-2019Until2021,29.318840579710145
Heerhugowaard,hasNumberOfUnmarried-2021,28232.0
Heerhugowaard,hasNumberOfWidowed-2021,2347.0
Heerhugowaard,hasNumberOfWomen-2021,28970.0
Heerhugowaard,hasNumberOfWomen-avg,28526.666666666668
Heerhugowaard,hasNumberOfWomen-avg-2019Until2021,28526.666666666668
Heerhugowaard,hasNumberOfWomenInAgeGroup-20-65-avg,16238.333333333334
Heerhugowaard,hasNumberOfWomenInAgeGroup-65-75-avg,3248.0
Heerhugowaard,hasNumberOfWomenInAgeGroup-75-85-avg,1676.6666666666667
Heerhugowaard,hasNumberOfWomenInAgeGroup-85-and-older-avg,468.3333333333333
Heerhugowaard,hasNumberOfWomenInAgeGroupYoungerThanTwenty-avg,6895.333333333333
Heerhugowaard,hasOtherCausesOfDeath-avg-2019Until2021,149.16666666666666
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,0-15-years",6.2
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,15-25-years",5.25
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,25-35-years",1.25
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,35-45-years",7.95
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,45-55-years",7.6
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,55-65-years",1.75
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,65-75-years",3.8499999999999996
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,75-years-or-older",2.0
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,0-15-years",4.35
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,15-25-years",6.7
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,25-35-years",4.0
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,35-45-years",6.45
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,45-55-years",5.15
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,55-65-years",7.85
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,65-75-years",4.6
Heerhugowaard,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,75-years-or-older",1.25
Heerhugowaard,hasPopulationAtBeginningOfThePeriod-avg-2019Until2021,57572.0
Heerhugowaard,hasPopulationDensityPerSquareKm-2021,1528.0
